cds	R_CP	R_DSC	S_CP	S_DSC
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103665_c0_g1_i1:347-2839(+)	107.96883278927	111.487527131138	88.5080115810928	109.751298692625
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103670_c0_g1_i1:545-967(+)	81.3349569698483	70.3332791019385	86.815609426238	72.6081985812851
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103673_c0_g1_i1:105-3431(-)	11.9968566364017	13.6300574176982	10.5608329535414	10.7835241827223
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103675_c0_g1_i1:353-2509(+)	157.959189025699	180.053168282441	95.3469051694687	98.1238810463875
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103703_c0_g1_i1:2-1156(-)	34.2667840405079	22.9630426452159	41.5263471301592	27.8512401639075
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103703_c0_g2_i1:556-1797(-)	1721.96400384898	998.256197188055	2370.44833581397	1172.79957621631
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103704_c0_g2_i1:433-1089(-)	34.4719569450093	31.7324413764143	41.5982637132987	41.1373223920836
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103707_c0_g1_i1:683-3013(+)	91.7974995570117	97.9255302664516	65.2018384429669	90.6940789076218
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103712_c0_g1_i1:604-990(-)	4.79848100885073	2.40647263838159	7.98732642299359	2.07382240071267
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103721_c0_g1_i1:129-1499(+)	44.6659369250965	4.6945356382694	11.1509839246163	2.8417368560727
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103722_c0_g1_i1:506-3100(-)	35.4937335773855	53.3566608989117	14.115206675777	24.8665952894694
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103724_c0_g1_i1:485-2059(-)	9.96986686627954	13.9517145624977	7.33101609659888	13.7823934559672
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103745_c0_g1_i1:1-456(+)	2.76117867229346	2.87968434748518	3.68091108151549	3.65407539464714
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103795_c0_g1_i1:1-393(+)	8.52978154897294	5.16572390946176	2.39803927071202	6.51509583759207
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103795_c0_g2_i1:1-393(+)	3.0708822907103	1.12075399870365	1.4356703401012	3.08496420340286
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103856_c0_g1_i1:2-394(+)	0.782759930656302	1.42327934325183	0.573246068610205	0.240584896905553
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103955_c0_g2_i1:224-2200(-)	5.960487963439	6.98486974664009	9.89268640713873	6.92041230547031
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103986_c0_g2_i1:301-714(-)	1.77745821673142	3.84666260990739	0.645743804555987	0.128002492362585
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR104079_c0_g1_i1:3-302(+)	1.62074488590421	0.480437513293239	0.691555213684723	0.532068071965108
